state_code,state_name_english,state_name_local,state_census2011_code,district_code,district_name_english,district_name_local,district_census2011_code,subdistrict_code,subdistrict_name_english,subdistrict_name_local,subdistrict_census2011_code,last_updated
8,Rajasthan,"RAJASTHAN                                         ",08,99,Dungarpur,"DUNGARPUR                                         ",124,6070,Jothari,JOTHARI,00000,2024-10-07
6,Haryana,"HARYANA                                           ",06,65,Jind,"JIND                                              ",077,384,Julana,,00384,2024-10-07
36,Telangana,తెలంగాణ,00,690,"Bhadradri Kothagudem","భద్రాద్రి కొత్తగూడెం",000,4746,Julurpadu,జూలురుపాడు,04746,2024-10-07
24,Gujarat,"GUJARAT                                           ",24,448,Junagadh,"JUNAGADH                                          ",479,3827,Junagadh,,03827,2024-10-07
33,"Tamil Nadu","TAMIL NADU                                        ",33,583,Ramanathapuram,"RAMANATHAPURAM                                    ",626,5859,Kadaladi,,05859,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,505,"East Godavari","EAST GODAVARI                                     ",545,4918,Kadiam,,04918,2024-10-07
36,Telangana,తెలంగాణ,00,518,"Ranga Reddy","రంగా రెడ్డి",537,6324,Kadthal,కడ్తాల్,00000,2024-10-07
10,Bihar,"BIHAR                                             ",10,201,Katihar,कटिहार,212,1145,Kadwa,कदवा,01145,2024-10-07
36,Telangana,తెలంగాణ,00,699,"Kumuram Bheem Asifabad","కుమురం భీమ్ ఆసిఫాబాద్",000,4318,Kagaznagar,"కాగజ్ నగర్",04318,2024-10-07
10,Bihar,"BIHAR                                             ",10,192,Bhagalpur,भागलपुर,224,1336,Kahalgaon,कहलगांव,01336,2024-10-07
10,Bihar,"BIHAR                                             ",10,216,Saharsa,सहरसा,214,1174,Kahara,कहरा,01174,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,748,Eluru,Eluru,000,5016,Kaikaluru,Kaikaluru,05016,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,660,Shamli,SHAMLI,000,706,Kairana,,00706,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,125,Bahraich,"BAHRAICH                                          ",180,922,Kaiserganj,,00922,2024-10-07
14,Manipur,"MANIPUR                                           ",14,711,Kakching,,000,1878,Kakching,,01878,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,304,"South 24 Parganas","SOUTH 24 Parganas",343,2437,Kakdwip,,02437,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,746,Kakinada,Kakinada,000,4913,"Kakinada (Rural)",,04913,2024-10-07
1,"Jammu And Kashmir","JAMMU AND KASHMIR",01,12,Rajouri,RAJOURI,006,24,Kalakote,,00024,2024-10-07
27,Maharashtra,महाराष्ट्र,27,500,Yavatmal,यवतमाळ,510,4081,Kalamb,कळंब,04081,2024-10-07
6,Haryana,"HARYANA                                           ",06,73,Rohtak,"ROHTAK                                            ",082,6467,Kalanaur,कलानौर,00000,2024-10-07
33,"Tamil Nadu","TAMIL NADU                                        ",33,731,Ranipet,ராணிப்பேட்டை,000,7059,Kalavai,கலவை,00000,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,664,Alipurduar,,000,2171,Kalchini,,02171,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,316,Malda,MALDA,332,2222,"Kaliachak - III",,02222,2024-10-07
21,Odisha,ODISHA,21,364,Malkangiri,"MALKANGIRI                                        ",399,3227,Kalimela,,03227,2024-10-07
7,Delhi,"DELHI                                             ",07,670,"South East","SOUTH EAST",000,456,Kalkaji,,00456,2024-10-07
33,"Tamil Nadu","TAMIL NADU                                        ",33,575,Kanniyakumari,"KANNIYAKUMARI                                     ",629,5882,Kalkulam,,05882,2024-10-07
36,Telangana,తెలంగాణ,00,509,Khammam,ఖమ్మం,541,4763,Kalluru,కల్లూరు,04763,2024-10-07
10,Bihar,"BIHAR                                             ",10,206,Madhubani,मधुबनी,207,1090,Kaluahi,कलुआही,01090,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,320,Nadia,"NADIA                                             ",336,6966,Kalyani,KALYANI,00000,2024-10-07
36,Telangana,తెలంగాణ,00,686,Hanumakonda,హనుమకొండ,000,4447,Kamalapur,కమలాపూర్,04447,2024-10-07
18,Assam,"ASSAM                                             ",18,291,Kamrup,"KAMRUP                                            ",321,2118,Kamalpur,,02118,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,753,Annamayya,Annamayya,000,5372,Kambhamvaripalle,,05372,2024-10-07
12,"Arunachal Pradesh","ARUNACHAL PRADESH                                 ",12,242,"West Kameng","WEST KAMENG                                       ",246,6567,"Kamengbari Doimara Circle","Kamengbari Doimara Circle",00000,2024-10-07
33,"Tamil Nadu","TAMIL NADU                                        ",33,583,Ramanathapuram,"RAMANATHAPURAM                                    ",626,5858,Kamuthi,,05858,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,515,"Sri Potti Sriramulu Nellore","శ్రీ పొట్టి శ్రీరాములు నెల్లూరు",550,5148,Kandukuru,కందుకూరు,05148,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,502,Ananthapuramu,అనంతపురము,553,5306,Kanekal,,05306,2024-10-07
14,Manipur,"MANIPUR                                           ",14,712,Kangpokpi,,000,1861,Kangpokpi,,01861,2024-10-07
2,"Himachal Pradesh","HIMACHAL PRADESH                                  ",02,18,Kangra,"KANGRA                                            ",024,100,Kangra,,00100,2024-10-07
20,Jharkhand,झारखंड,20,323,Chatra,चतरा,347,2519,"Kanha Chatti",कान्हाचट्टी,02519,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,704,"Paschim Bardhaman","PASCHIM BARDHAMAN",000,2275,Kanksa,,02275,2024-10-07
36,Telangana,తెలంగాణ,00,720,Mulugu,ములుగు,000,6251,Kannaigudem,కన్నాయిగూడెం,00000,2024-10-07
21,Odisha,ODISHA,21,349,Boudh,"BOUDH                                             ",391,3127,Kantamal,,03127,2024-10-07
12,"Arunachal Pradesh","ARUNACHAL PRADESH                                 ",12,229,Changlang,"CHANGLANG                                         ",253,6608,"Kantang Circle","Kantang Circle",00000,2024-10-07
7,Delhi,"DELHI                                             ",07,84,"South West","SOUTH WEST                                        ",097,6085,Kapeshera,Kapeshera,00000,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,431,Sheopur,श्योपुर,418,3384,Karahal,कराहल,03384,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,311,"Uttar Dinajpur","UTTAR DINAJPUR",330,2195,Karandighi,,02195,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,108,Karauli,"KARAULI                                           ",107,523,Karauli,,00523,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,751,Palnadu,Palnadu,000,5046,Karempudi,,05046,2024-10-07
37,Ladakh,Ladakh,00,6,Kargil,"KARGIL                                            ",004,13,Kargil,,00013,2024-10-07
18,Assam,"ASSAM                                             ",18,293,Karimganj,"KARIMGANJ                                         ",317,2101,Karimganj,,02101,2024-10-07
36,Telangana,తెలంగాణ,00,508,Karimnagar,కరీంనగర్,534,4428,"Karimnagar Rural","కరీంనగర్ రూరల్ ",04428,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29,549,Udupi,ಉಡುಪಿ,569,5524,Karkal,ಕಾರ್ಕಳ,05524,2024-10-07
1,"Jammu And Kashmir","JAMMU AND KASHMIR",01,8,Kupwara,"KUPWARA                                           ",001,3,Karnah,,00003,2024-10-07
7,Delhi,"DELHI                                             ",07,77,Central,"CENTRAL                                           ",095,447,"Karol Bagh",,00447,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22,374,Bastar,बस्तर,414,7344,Karpawand,करपावंड,00000,2024-10-07
32,Kerala,"KERALA                                            ",32,559,Kollam,കൊല്ലം,600,5684,Karunagappally,കരുനാഗപ്പള്ളി,05684,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29,550,"Uttara Kannada","ಉತ್ತರ ಕನ್ನಡ",563,5478,Karwar,ಕಾರವಾರ,05478,2024-10-07
10,Bihar,"BIHAR                                             ",10,214,Purnia,पूर्णिया,211,1135,Kasba,कसबा,01135,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,633,Kasganj,Kasganj,202,1010,Kasganj,,01010,2024-10-07
10,Bihar,"BIHAR                                             ",10,210,Nawada,नवादा,237,1514,"Kashi Chak",कशीचक,01514,2024-10-07
5,Uttarakhand,UTTARAKHAND,05,56,"Udam Singh Nagar","UDAM SINGH NAGAR                                  ",067,346,Kashipur,,00346,2024-10-07
20,Jharkhand,झारखंड,20,322,Bokaro,बोकारो,355,2593,Kasmar,,02593,2024-10-07
21,Odisha,ODISHA,21,371,Sambalpur,"SAMBALPUR                                         ",372,2783,Katarbaga,,02783,2024-10-07
20,Jharkhand,झारखंड,20,326,Dumka,दुमका,362,2670,Kathikund,,02670,2024-10-07
18,Assam,"ASSAM                                             ",18,282,Cachar,"CACHAR                                            ",316,2096,Katigora,,02096,2024-10-07
20,Jharkhand,झारखंड,20,332,Hazaribagh,हज़ारीबाग,360,2654,Katkamsandi,,02654,2024-10-07
33,"Tamil Nadu","TAMIL NADU                                        ",33,570,Cuddalore,"CUDDALORE                                         ",617,5792,Kattumannarkoil,,05792,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22,760,"Manendragarh-Chirmiri-Bharatpur(M C B)",मनेन्द्रगढ़-चिरमिरी-भरतपुर(ऍम.सी.बी.),000,7269,Kelhari,KELHARI,00000,2024-10-07
1,"Jammu And Kashmir","JAMMU AND KASHMIR",01,625,Shopian,"SHOPIAN                                           ",013,6091,Keller,Keller,00000,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,428,Seoni,सिवनी,456,3663,Keolari,केवलारी,03663,2024-10-07
1,"Jammu And Kashmir","JAMMU AND KASHMIR",01,8,Kupwara,"KUPWARA                                           ",001,6782,Keran,Keran,00000,2024-10-07
20,Jharkhand,झारखंड,20,342,Simdega,सिमडेगा,367,2721,Kersai,,02721,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,318,"Paschim Medinipur","PASCHIM MEDINIPUR",344,2466,Keshiary,,02466,2024-10-07
36,Telangana,తెలంగాణ,00,514,Nalgonda,నల్గొండ,539,4637,Kethepally,కేతేపల్లి,04637,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,306,"Purba Bardhaman","PURBA BARDHAMAN",335,2280,"Ketugram - II",,02280,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,435,Ujjain,उज्जैन,435,3508,Khacharod,खाचरोद,03508,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,160,Kushinagar,KUSHINAGAR,189,6878,Khadda,,00000,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,142,Fatehpur,"FATEHPUR                                          ",172,879,Khaga,,00879,2024-10-07
21,Odisha,ODISHA,21,346,Baleshwar,"BALESHWAR                                         ",377,2906,Khaira,,02906,2024-10-07
36,Telangana,తెలంగాణ,00,507,Hyderabad,హైదరాబాద్,536,4505,Khairatabad,ఖైరతాబాద్,04505,2024-10-07
37,Ladakh,Ladakh,00,9,"Leh Ladakh","LEH LADAKH                                        ",003,12,Khaltsi,,00012,2024-10-07
36,Telangana,తెలంగాణ,00,509,Khammam,ఖమ్మం,541,6326,"Khammam Urban","ఖమ్మం అర్బన్",00000,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,306,"Purba Bardhaman","PURBA BARDHAMAN",335,2297,Khandaghosh,,02297,2024-10-07
1,"Jammu And Kashmir","JAMMU AND KASHMIR",01,13,Srinagar,"SRINAGAR                                          ",010,6801,Khanyar,Khanyar,00000,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,318,"Paschim Medinipur","PASCHIM MEDINIPUR",344,2461,"Kharagpur - II",,02461,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,309,Darjeeling,"DARJEELING                                        ",327,2165,Kharibari,,02165,2024-10-07
10,Bihar,"BIHAR                                             ",10,192,Bhagalpur,भागलपुर,224,1331,Kharik,खारीक,01331,2024-10-07
17,Meghalaya,"MEGHALAYA                                         ",17,274,"East Khasi Hills","EAST KHASI HILLS                                  ",298,1992,"Khatarshnong Laitkroh",,01992,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,172,Muzaffarnagar,"MUZAFFARNAGAR                                     ",133,710,Khatauli,,00710,2024-10-07
27,Maharashtra,महाराष्ट्र,27,494,Satara,सातारा,527,4260,Khatav,खटाव,04260,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,305,Bankura,"BANKURA                                           ",339,2373,Khatra,,02373,2024-10-07
1,"Jammu And Kashmir","JAMMU AND KASHMIR",01,12,Rajouri,RAJOURI,006,6771,Khawas,Khawas,00000,2024-10-07
15,Mizoram,"MIZORAM                                           ",15,262,Champhai,"CHAMPHAI                                          ",284,1909,Khawbung,,01909,2024-10-07
20,Jharkhand,झारखंड,20,339,Ranchi,रांची,364,2683,Khelari,,02683,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,307,Birbhum,"BIRBHUM                                           ",334,2267,Khoyrasol,,02267,2024-10-07
10,Bihar,"BIHAR                                             ",10,191,Begusarai,बेगूसराय,222,1304,Khudabandpur,खोदवन्दपुर,01304,2024-10-07
27,Maharashtra,महाराष्ट्र,27,469,"Chhatrapati Sambhajinagar","छत्रपती संभाजीनगर",515,4138,Khuldabad,खुलताबाद,04138,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,425,Sagar,सागर,427,3444,Khurai,खुरई,03444,2024-10-07
